time_s,raw_uV,preproc_uV
5434.29,612745.0980392268,84186.45112338741
5434.3,-3063725.490196077,-3738348.842295835
5434.31,-3063725.490196077,-3663745.7711892785
5434.32,-612745.0980391984,-1320590.5584885129
5434.33,612745.0980392268,43236.835930296365
5434.34,1838235.294117652,1167411.7307622195
5434.35,4289215.686274531,3573059.9581911024
5434.36,5514705.882352957,5100878.230826903
5434.37,4289215.686274531,3256045.1757154195
5434.38,4289215.686274531,4219939.617579172
5434.39,11642156.86274511,10248298.881849816
5434.4,10416666.666666687,10699385.544880617
5434.41,7965686.274509807,6208980.266491007
5434.42,4289215.686274531,4896953.926350057
5434.43,5514705.882352957,3555047.7351182685
5434.44,612745.0980392268,1176446.1852933315
5434.45,-612745.0980391984,-2182161.0689235735
5434.46,-6740196.078431353,-6930335.6149751125
5434.47,-10416666.666666657,-10987912.017709453
5434.48,-16544117.647058811,-17739325.279912144
5434.49,-21446078.431372542,-21265866.641992435
5434.5,-17769607.84313724,-19225478.31914926
5434.51,-17769607.84313724,-17919160.83269525
5434.52,-9191176.470588231,-9833202.495412312
5434.53,612745.0980392268,-612035.6392512795
5434.54,612745.0980392268,945486.1008849434
5434.55,7965686.274509807,6104901.112340274
5434.56,14093137.25490196,14544588.283545436
5434.57,20220588.235294145,18709498.1468875
5434.58,18995098.03921569,18757389.22100425
5434.59,16544117.64705884,15812060.202067371
5434.6,11642156.86274511,10767513.344549308
5434.61,4289215.686274531,3888947.8808625014
5434.62,612745.0980392268,-222704.8579935691
5434.63,1838235.294117652,1058666.4724962658
5434.64,612745.0980392268,356368.3513199567
5434.65,-3063725.490196077,-4458852.270961426
5434.66,-5514705.882352928,-5296059.897997923
5434.67,-1838235.2941176237,-3419143.7691892954
5434.68,-3063725.490196077,-3036527.958106321
5434.69,612745.0980392268,-451597.29613528744
5434.7,3063725.490196077,2346034.702740595
5434.71,4289215.686274531,4002763.8994000973
5434.72,4289215.686274531,2939273.579882787
5434.73,-1838235.2941176237,-1745942.897703657
5434.74,3063725.490196077,1640776.520488428
5434.75,10416666.666666687,10347570.28796108
5434.76,12867647.058823535,11704965.473710688
5434.77,11642156.86274511,11339024.720178165
5434.78,12867647.058823535,11810119.771204455
5434.79,7965686.274509807,7690812.441001419
5434.8,3063725.490196077,1886072.324526341
5434.81,-4289215.686274502,-4446175.147611575
5434.82,-10416666.666666657,-11619912.115015008
5434.83,-9191176.470588231,-9410442.941793196
5434.84,1838235.294117652,757666.4045798797
5434.85,1838235.294117652,1470075.5873852556
5434.86,-612745.0980391984,-1611787.7799988207
5434.87,1838235.294117652,1451574.0735924926
5434.88,-612745.0980391984,-1630866.705558967
5434.89,-5514705.882352928,-5928783.972536424
5434.9,-612745.0980391984,-1477703.4626511983
5434.91,612745.0980392268,-105521.93813922272
5434.92,-612745.0980391984,-1066627.3010428012
5434.93,4289215.686274531,3145987.8360983245
5434.94,5514705.882352957,5364562.171999702
5434.95,4289215.686274531,3055245.807911631
5434.96,3063725.490196077,2780423.8270215355
5434.97,4289215.686274531,3353898.333925578
5434.98,-1838235.2941176237,-2449430.0634847274
5434.99,-4289215.686274502,-5010794.894422585
5435.0,5514705.882352957,4887279.674078216
5435.01,12867647.058823535,11921075.977146951
5435.02,11642156.86274511,11373828.676628526
5435.03,14093137.25490196,12767150.838876162
5435.04,11642156.86274511,11631758.405043904
5435.05,6740196.078431382,5370234.017417812
5435.06,1838235.294117652,1672091.6673299838
5435.07,1838235.294117652,788324.0660816969
5435.08,-612745.0980391984,-1131900.6626701711
5435.09,612745.0980392268,-144267.82413637906
5435.1,4289215.686274531,3582759.3768778807
5435.11,4289215.686274531,3617616.717504609
5435.12,3063725.490196077,2308616.638912395
5435.13,1838235.294117652,1261154.5031624031
5435.14,612745.0980392268,-301336.542607576
5435.15,1838235.294117652,1465409.768427479
5435.16,3063725.490196077,1964100.0098608914
5435.17,-3063725.490196077,-3303602.416860918
5435.18,-7965686.274509807,-9152342.679962993
5435.19,-7965686.274509807,-8075124.078215418
5435.2,4289215.686274531,2850654.7515658857
5435.21,4289215.686274531,4601934.129300116
5435.22,-5514705.882352928,-7483111.757988304
5435.23,-6740196.078431353,-5964127.645290476
5435.24,3063725.490196077,957562.4707185777
5435.25,612745.0980392268,1011547.8244747052
5435.26,11642156.86274511,10417621.961049654
5435.27,15318627.450980416,14499361.466398854
5435.28,6740196.078431382,6701819.53267649
5435.29,6740196.078431382,5129886.056251019
5435.3,7965686.274509807,8114936.71156456
5435.31,12867647.058823535,11657290.920873359
5435.32,10416666.666666687,9819346.110259352
5435.33,7965686.274509807,7462726.158939697
5435.34,15318627.450980416,14383043.147783212
5435.35,16544117.64705884,15853687.305416003
5435.36,11642156.86274511,11338961.070751846
5435.37,12867647.058823535,11346142.768305864
5435.38,12867647.058823535,13278600.688158277
5435.39,16544117.64705884,14635816.468920514
5435.4,10416666.666666687,10845811.062724495
5435.41,9191176.470588261,7548904.084310521
5435.42,10416666.666666687,10488722.270850142
5435.43,11642156.86274511,10234563.457667455
5435.44,7965686.274509807,8050624.823674492
5435.45,11642156.86274511,9988488.464180201
5435.46,9191176.470588261,9692679.599133866
5435.47,7965686.274509807,5883134.386582922
5435.48,4289215.686274531,5095898.499038615
5435.49,6740196.078431382,4592908.882772725
5435.5,612745.0980392268,1214338.321085064
5435.51,612745.0980392268,-1040329.7132653879
5435.52,-1838235.2941176237,-1916633.6026649517
5435.53,612745.0980392268,-276989.54636529426
5435.54,3063725.490196077,2296576.0176232453
5435.55,-612745.0980391984,-995986.2895086972
5435.56,-4289215.686274502,-5298325.44985194
5435.57,-1838235.2941176237,-2242277.5741325696
5435.58,3063725.490196077,2240680.2376416344
5435.59,-612745.0980391984,-1212451.3054581091
5435.6,-7965686.274509807,-8724223.452792587
5435.61,-12867647.058823507,-13275279.744401615
5435.62,-11642156.862745082,-12809156.356322244
5435.63,-7965686.274509807,-7834806.493350023
5435.64,-5514705.882352928,-7170580.322130963
5435.65,-10416666.666666657,-10003846.415558
5435.66,-6740196.078431353,-8398192.510825641
5435.67,-6740196.078431353,-6559319.973100467
5435.68,-612745.0980391984,-1967649.884900589
5435.69,4289215.686274531,4257590.6458646385
5435.7,6740196.078431382,5384457.171892291
5435.71,9191176.470588261,9355757.988243885
5435.72,16544117.64705884,14913243.825227419
5435.73,16544117.64705884,16855902.65232562
5435.74,15318627.450980416,13830082.721508022
5435.75,1838235.294117652,1707158.7364286128
5435.76,-4289215.686274502,-5105380.837821072
5435.77,612745.0980392268,-174293.8003810961
5435.78,3063725.490196077,2699797.8722733445
5435.79,3063725.490196077,2161886.771198007
5435.8,3063725.490196077,2502330.8327716603
5435.81,5514705.882352957,4958661.547099497
5435.82,6740196.078431382,5890125.909194915
5435.83,3063725.490196077,2579592.552306128
5435.84,-612745.0980391984,-1245840.3189617938
5435.85,-7965686.274509807,-8857071.19132989
5435.86,-15318627.450980386,-15486098.212701479
5435.87,-11642156.862745082,-12842094.132595481
5435.88,-9191176.470588231,-9312708.66223543
5435.89,-7965686.274509807,-8911359.215596247
5435.9,-10416666.666666657,-11020688.11218691
5435.91,-15318627.450980386,-15672772.14190222
5435.92,-11642156.862745082,-12755454.688481435
5435.93,-4289215.686274502,-4339543.606157266
5435.94,-5514705.882352928,-6648749.153275084
5435.95,-11642156.862745082,-11962014.450934326
5435.96,-5514705.882352928,-6155362.7920721695
5435.97,-612745.0980391984,-1507176.4416140185
5435.98,-1838235.2941176237,-1945495.5634857074
5435.99,1838235.294117652,556209.9215061589
5436.0,-612745.0980391984,-495493.81937808887
5436.01,-1838235.2941176237,-3214109.5465878225
5436.02,-1838235.2941176237,-1650396.667926809
5436.03,-612745.0980391984,-2101784.6720095733
5436.04,-4289215.686274502,-3914534.448113052
5436.05,-1838235.2941176237,-3541090.7627747334
5436.06,-5514705.882352928,-4999957.540843474
5436.07,-9191176.470588231,-10876880.346121203
5436.08,-14093137.25490196,-13733768.729142288
5436.09,-9191176.470588231,-10632634.705085995
5436.1,-14093137.25490196,-13909790.286825536
5436.11,-16544117.647058811,-17980837.583797053
5436.12,-14093137.25490196,-13682676.544835446
5436.13,-11642156.862745082,-13412268.778491076
5436.14,-10416666.666666657,-9721672.06365493
5436.15,1838235.294117652,28403.056715897714
5436.16,-1838235.2941176237,-1456962.409229305
5436.17,-612745.0980391984,-1779383.8104929838
5436.18,4289215.686274531,3895079.880101363
5436.19,1838235.294117652,1372153.563214181
5436.2,612745.0980392268,-189529.2980221761
5436.21,4289215.686274531,3843280.6911386275
5436.22,4289215.686274531,3819109.9750128277
5436.23,612745.0980392268,-346388.0693637549
5436.24,-4289215.686274502,-4250995.170291893
5436.25,-6740196.078431353,-8011228.664459431
5436.26,-11642156.862745082,-11531702.297914024
