time_s,raw_uV,preproc_uV
5435.09,-11642156.862745082,-12029531.755788956
5435.1,-10416666.666666657,-11885799.558486063
5435.11,-7965686.274509807,-8788304.125204476
5435.12,-9191176.470588231,-10337086.455566658
5435.13,-9191176.470588231,-10144680.499346241
5435.14,612745.0980392268,-466743.2594582417
5435.15,9191176.470588261,8142331.138877345
5435.16,6740196.078431382,5880874.884500855
5435.17,-1838235.2941176237,-3174449.113102945
5435.18,-5514705.882352928,-6068947.498377479
5435.19,1838235.294117652,374523.3971116364
5435.2,10416666.666666687,9777312.335380724
5435.21,11642156.86274511,10495864.310214197
5435.22,-3063725.490196077,-4072851.5011671726
5435.23,-7965686.274509807,-8813063.986505494
5435.24,3063725.490196077,2053271.6070843993
5435.25,-612745.0980391984,-1761767.6586095027
5435.26,-7965686.274509807,-8446938.620211871
5435.27,3063725.490196077,1399423.4411101316
5435.28,5514705.882352957,5350000.121193663
5435.29,-612745.0980391984,-2235854.8034068206
5435.3,-1838235.2941176237,-2340869.026916848
5435.31,9191176.470588261,8099691.973941418
5435.32,17769607.843137264,16809062.250054024
5435.33,21446078.431372568,20507412.7086653
5435.34,22671568.627450995,22001121.22145164
5435.35,22671568.627450995,21122109.035389185
5435.36,23897058.82352942,24022140.473108713
5435.37,31250000.0,29023290.22464335
5435.38,31250000.0,31740419.885481883
5435.39,36151960.78431373,34007136.198494315
5435.4,30024509.803921577,30138036.36247973
5435.41,27573529.411764726,25988521.089425866
5435.42,26348039.2156863,26026379.093617484
5435.43,22671568.627450995,21252142.8160616
5435.44,18995098.03921569,18933568.383420713
5435.45,23897058.82352942,21957355.129842702
5435.46,17769607.843137264,18361606.506911393
5435.47,14093137.25490196,11685088.261790631
5435.48,11642156.86274511,12456995.32766331
5435.49,14093137.25490196,11871378.359723134
5435.5,-612745.0980391984,-225597.86323129115
5435.51,-7965686.274509807,-9559962.707332246
5435.52,-9191176.470588231,-9278889.779916726
5435.53,-7965686.274509807,-9254550.999676917
5435.54,-9191176.470588231,-9288945.938327137
5435.55,-9191176.470588231,-10613323.846143456
5435.56,-14093137.25490196,-13937204.730057057
5435.57,-10416666.666666657,-12013003.95043981
5435.58,-6740196.078431353,-6502361.891069504
5435.59,-4289215.686274502,-5768756.243655766
5435.6,-12867647.058823507,-12822717.695678873
5435.61,-16544117.647058811,-17752095.268098958
5435.62,-14093137.25490196,-14245647.090512782
5435.63,-14093137.25490196,-15142551.852259781
5435.64,-20220588.235294115,-20380700.794110253
5435.65,-12867647.058823507,-13955974.28236003
5435.66,-3063725.490196077,-3107600.804081646
5435.67,612745.0980392268,-587624.7412915458
5435.68,3063725.490196077,3114955.808822641
5435.69,14093137.25490196,12929058.640493216
5435.7,20220588.235294145,20103844.306006655
5435.71,20220588.235294145,19414558.35588055
5435.72,18995098.03921569,18423528.196611628
5435.73,28799019.60784315,28548078.24098105
5435.74,33700980.39215688,32686521.22499578
5435.75,14093137.25490196,14107560.574198402
5435.76,5514705.882352957,4640591.727130139
5435.77,21446078.431372568,21031764.113355797
5435.78,23897058.82352942,23733602.40568739
5435.79,6740196.078431382,5628380.254738151
5435.8,5514705.882352957,5917576.201500397
5435.81,17769607.843137264,16506702.955381876
5435.82,15318627.450980416,15487015.735486478
5435.83,18995098.03921569,18341521.325672805
5435.84,15318627.450980416,14790438.717843119
5435.85,612745.0980392268,610899.7797111169
5435.86,3063725.490196077,2268177.519925829
5435.87,4289215.686274531,4234335.467953372
5435.88,-5514705.882352928,-5882069.448327575
5435.89,-3063725.490196077,-3624468.9250405263
5435.9,1838235.294117652,1953917.469621664
5435.91,-5514705.882352928,-6240544.851917782
5435.92,-6740196.078431353,-6758878.875783284
5435.93,3063725.490196077,2871579.475368824
5435.94,612745.0980392268,-101361.82758039869
5435.95,-5514705.882352928,-4920513.670434787
5435.96,1838235.294117652,487112.9245694261
5435.97,612745.0980392268,1686283.762213284
5435.98,3063725.490196077,1594329.151474243
5435.99,4289215.686274531,5175345.665005663
5436.0,1838235.294117652,943110.5873014171
5436.01,-3063725.490196077,-2981396.5404698853
5436.02,612745.0980392268,757626.1915875478
5436.03,-612745.0980391984,-1527814.016228156
5436.04,-5514705.882352928,-4496412.698637002
5436.05,612745.0980392268,-811086.1510619376
5436.06,-5514705.882352928,-4337214.43051355
5436.07,-11642156.862745082,-12830712.536478223
5436.08,-15318627.450980386,-14510808.623446014
5436.09,-11642156.862745082,-12394472.519034782
5436.1,-12867647.058823507,-12268986.48910026
5436.11,-9191176.470588231,-9939035.410160366
5436.12,-3063725.490196077,-2210328.6339934627
5436.13,612745.0980392268,-396170.6226798567
5436.14,-3063725.490196077,-2032522.6719642582
5436.15,5514705.882352957,4685181.337678267
5436.16,9191176.470588261,9715473.669779176
5436.17,9191176.470588261,9232626.673165275
5436.18,10416666.666666687,10003188.436922582
5436.19,6740196.078431382,7694044.905989421
5436.2,4289215.686274531,3295868.804843082
5436.21,4289215.686274531,5469340.415808063
5436.22,10416666.666666687,9636169.78311068
5436.23,4289215.686274531,5025676.811604292
5436.24,-4289215.686274502,-4454951.825131806
5436.25,-12867647.058823507,-12651648.73894932
5436.26,-16544117.647058811,-16228042.060499214
5436.27,-10416666.666666657,-10549478.27156272
5436.28,-7965686.274509807,-7233528.167555157
