subject,stage,cca_corr1_compute_entropy,cca_corr1_mean,cca_corr1_std,cca_corr1_skew,cca_corr1_kurtosis,cca_corr2_compute_entropy,cca_corr2_mean,cca_corr2_std,cca_corr2_skew,cca_corr2_kurtosis
apples-170366,R,1.9184065432138875,0.748792384910142,0.08830701183346841,-0.17368686422706753,-0.6996492421344893,1.8839431052136235,0.5320605196949202,0.09103507451523916,-1.1276833013517247,1.1998456768717398
apples-170366,W,1.9797233343832064,0.7062951871492277,0.0950820339976223,0.700121523584656,0.8800859421872089,2.066354129711999,0.49734138696315655,0.11837115848862431,-1.0544520357311435,0.7628535940534635
apples-170368,N1,1.807784550076414,0.7457774107440099,0.07603701984342259,-0.5959637017758662,0.4938999406679412,1.6325901930131044,0.5158029546743313,0.0605454923549027,-0.5650102807273821,0.8975128532147467
apples-170368,N2,1.3811116587853485,0.8193069497907326,0.05531075067396446,-1.7397683872512102,5.275290447591749,1.6043558886420206,0.5340628832803381,0.05858935083845769,-0.0621977497081002,0.6305625741058241
apples-170368,N3,0.9330029232393339,0.8681914640968614,0.03341269111432205,-3.2030283043082055,21.522641302203866,1.5619048014194612,0.5957615723019888,0.061548084115982164,-0.6940841465384368,1.2482430148583346
apples-170368,R,1.84156446125348,0.6686908584306789,0.07945456944877423,0.4302545144560884,-0.18201291871335679,1.841225987752933,0.4729198287725786,0.07955762385397928,-0.3890046978106792,-0.11954812889552224
apples-170368,W,2.053859843151119,0.6608702386131372,0.11626722985178654,-0.05216047607574117,1.3572921784339869,2.364579718389723,0.4839815349063808,0.17708104680402045,-0.5602467798816265,0.20359503879074703
apples-170369,N1,1.6423888981813703,0.7136467235242496,0.07399636056135492,-0.7154649343446019,0.7520784576806694,1.796492048303477,0.428863547229681,0.08382399514172373,-0.2876522428010455,-0.5509835258259699
apples-170369,N2,1.4050378781424613,0.859536157996134,0.05627621934801958,-1.7393924476850573,4.812801399530568,2.124809563757115,0.5290368377126056,0.10245447475579857,0.11706245885031802,-0.10614226041136554
apples-170369,N3,0.6292129268641775,0.9135376291475164,0.017199699004773732,-0.23688850470032205,-0.40713808784017225,1.798066957716413,0.5792478016904349,0.07652008334376315,0.10204009990147145,0.011888165477341062
apples-170369,R,1.903480039674667,0.7335077841150297,0.08496857126630579,0.15968612337856322,-0.39420295248485715,1.9340770283044773,0.47187568578160166,0.08955303817572276,-0.5167523559191298,-0.477896750761321
apples-170369,W,2.0979519565144087,0.5817422567559009,0.13191388515034902,1.2053065239922947,1.234403499920946,2.2899959483006276,0.31445946211164705,0.164928934911393,0.2791614674716694,0.1394625285461899
apples-240021,N1,1.637121863364272,0.7257377509861677,0.06717118351829053,-0.2820317208081189,-0.07238076249490843,2.3206435987669995,0.447658666203241,0.1253864159818967,-0.2946081059127239,-0.3490422675639473
apples-240021,N2,1.5852055288171796,0.8610986802764141,0.07731005256476917,-1.400420281184757,1.638288010725895,1.9976217448515776,0.5624573616412768,0.09152463023140886,-0.542913170608467,1.579922580981746
apples-240021,N3,0.7913978701692308,0.9123080876903945,0.03175149119547672,-1.336789902737939,1.4348824441110706,1.4880253344890062,0.6363083883417056,0.06105562317641191,-1.3324829640629798,3.628359299982601
apples-240021,R,1.8712666752381522,0.7388978284757669,0.0774023860605125,-0.13333192123084392,-0.351586727346207,1.918184047744357,0.5014250577960973,0.08676604284249091,-0.793020173633783,0.7343231302513424
apples-240021,W,2.0485964159827748,0.6947674229451918,0.0974317447646901,-0.34830533032944316,0.8756789318227662,2.467786319931642,0.42670786687938733,0.15257899981162418,0.32782611925609073,0.5827540864866894
apples-240022,N1,1.8763843824079032,0.6092294094190538,0.08541805963554626,0.5313897621911592,0.3663202516503259,1.9226052460178686,0.3875121113765456,0.08477580024182489,-0.3386247701953422,1.24616065432385
apples-240022,N2,2.0991356509759527,0.7357290988914923,0.11523349571889302,-0.3101022391028613,-1.0735683744413445,1.942264137139804,0.47432320574031067,0.08676643152051963,-0.6231478884154886,0.5545403564034097
apples-240022,N3,1.5369522361523758,0.8118803331840208,0.07294191974852675,-1.1415765360473948,1.087183279415263,1.9941837185374132,0.5147926764301773,0.10041202105709775,-0.9317217159827286,1.4864499873988501
apples-240022,R,1.9685235639158318,0.5879207636105036,0.09153469291502705,0.36522753411755887,1.1729598627899174,1.8491322424617223,0.3995164697571179,0.08558137258426612,-1.1050528261205883,2.4209048009922123
apples-240022,W,2.274211148327022,0.6516647411224166,0.1285953762596284,0.3547515609456021,-0.6235230313303499,2.1560851259362144,0.397856130319837,0.10840663405470037,0.16067228887304724,-0.17095260574296223
apples-240023,N1,1.4114880393843277,0.8443384106884145,0.05128206773347275,-0.033289368944495884,-1.0270719832514248,1.9900535364645338,0.5116379919462297,0.09077213626243619,0.09510590300395766,-0.23355501478043417
apples-240023,N2,1.1710098235888093,0.9111499506430597,0.0417771907110336,-1.6909252514409248,3.4822291281482185,1.885998363711877,0.5624583557719774,0.08278164875518054,-0.6003452217514421,1.1467738295822834
